City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
288,Mount Gambier,AU,2022-02-06 07:28:19,-37.8333,140.7667,82.31,30,40,14.97
289,Pemangkat,ID,2022-02-06 07:28:20,1.1667,108.9667,83.07,76,48,8.25
290,Sao Bento Do Sul,BR,2022-02-06 07:28:20,-26.2503,-49.3786,68.23,94,95,3.18
291,Victoria,HK,2022-02-06 07:28:21,22.2855,114.1577,68.97,73,99,1.01
292,Narsaq,GL,2022-02-06 07:28:21,60.9167,-46.05,5.22,71,100,4.81
293,Karratha,AU,2022-02-06 07:28:21,-20.7377,116.8463,93.36,52,17,16.75
294,Pisco,PE,2022-02-06 07:18:55,-13.7,-76.2167,65.01,94,0,2.3
295,Adrar,MR,2022-02-06 07:28:22,20.5022,-10.0711,59.99,11,0,8.72
296,Sault Sainte Marie,CA,2022-02-06 07:25:52,46.5168,-84.3333,21.49,76,100,11.5
297,Pallasovka,RU,2022-02-06 07:28:23,50.05,46.8833,11.95,93,67,9.78
298,Ishinomaki,JP,2022-02-06 07:28:23,38.4167,141.3,33.8,61,6,25.05
299,Fortuna,US,2022-02-06 07:28:23,40.5982,-124.1573,41.92,100,0,10.36
300,Cabo San Lucas,MX,2022-02-06 07:26:45,22.8909,-109.9124,65.52,73,7,8.01
301,Chatellerault,FR,2022-02-06 07:28:24,46.8,0.5333,44.92,1,96,14.03
302,Orlik,RU,2022-02-06 07:28:24,52.5178,99.825,16.03,70,99,1.68
303,Pathein,MM,2022-02-06 07:28:25,16.7833,94.7333,87.17,44,100,13.29
304,Namatanai,PG,2022-02-06 07:28:25,-3.6667,152.4333,83.75,69,100,10.65
305,Fukue,JP,2022-02-06 07:28:26,32.6881,128.8419,41.36,52,75,13.8
306,Svetlaya,RU,2022-02-06 07:28:26,46.5389,138.3297,17.78,59,100,8.3
307,Burnie,AU,2022-02-06 07:28:26,-41.0667,145.9167,69.94,53,0,7.02
308,Mount Isa,AU,2022-02-06 07:28:27,-20.7333,139.5,92.97,24,75,4.61
309,Sao Joao Da Barra,BR,2022-02-06 07:28:27,-21.6403,-41.0511,74.52,88,0,15.03
310,Labuhan,ID,2022-02-06 07:28:28,-6.8844,112.2051,83.16,80,100,15.46
311,Tibati,CM,2022-02-06 07:28:28,6.4667,12.6333,68.5,21,12,5.77
312,Anloga,GH,2022-02-06 07:28:28,5.7947,0.8973,77.22,83,7,4.09
313,Calvia,ES,2022-02-06 07:27:54,39.5657,2.5062,51.93,87,79,3.53
314,Hami,CN,2022-02-06 07:28:29,42.8,93.45,33.46,21,100,19.66
315,Norden,DE,2022-02-06 07:29:29,53.6,7.2,46.94,97,100,1.99
316,Kungurtug,RU,2022-02-06 07:29:30,50.5994,97.5228,11.19,76,15,1.23
317,Bathsheba,BB,2022-02-06 07:24:50,13.2167,-59.5167,75.81,83,40,9.22
318,Saint George,US,2022-02-06 07:29:30,37.1041,-113.5841,40.24,36,0,3.0
319,Yairipok,IN,2022-02-06 07:29:31,24.6667,94.0667,66.06,31,2,5.68
320,Gouyave,GD,2022-02-06 07:29:31,12.1646,-61.7296,76.17,82,34,13.51
321,Orsha,BY,2022-02-06 07:29:32,54.5153,30.4053,32.32,93,100,14.05
322,Liverpool,GB,2022-02-06 07:26:26,53.4106,-2.9779,46.94,90,75,14.0
323,Portland,US,2022-02-06 07:26:00,45.5234,-122.6762,42.69,93,0,4.0
324,Kuytun,RU,2022-02-06 07:29:32,54.3419,101.5036,24.08,81,100,7.63
325,Carlagan,PH,2022-02-06 07:29:33,14.975,122.0456,78.57,79,73,16.75
326,Ballina,AU,2022-02-06 07:29:33,-28.8667,153.5667,75.38,71,40,14.97
327,Policoro,IT,2022-02-06 07:29:34,40.2115,16.6726,53.98,84,51,7.83
328,Sitka,US,2022-02-06 07:29:34,57.0531,-135.33,46.29,87,100,28.77
329,Brigantine,US,2022-02-06 07:29:34,39.4101,-74.3646,23.02,68,0,3.44
330,Mitu,CO,2022-02-06 07:29:35,1.1983,-70.1733,70.52,94,100,1.97
331,Katobu,ID,2022-02-06 07:29:35,-4.9408,122.5276,89.56,54,47,7.58
332,Te Anau,NZ,2022-02-06 07:27:12,-45.4167,167.7167,60.57,53,0,4.81
333,Narrabri,AU,2022-02-06 07:29:36,-30.3167,149.7833,81.52,34,75,13.8
334,North Bend,US,2022-02-06 07:29:36,43.4065,-124.2243,48.11,90,0,14.97
335,Itatskiy,RU,2022-02-06 07:29:37,56.07,89.0369,21.52,77,100,3.11
336,Suntar,RU,2022-02-06 07:27:21,62.1444,117.6319,8.17,94,100,3.47
337,Fort-Shevchenko,KZ,2022-02-06 07:29:37,44.5086,50.263,33.48,67,100,19.55
338,Honningsvag,NO,2022-02-06 07:29:38,70.9821,25.9704,31.95,73,86,34.96
339,Belyy Yar,RU,2022-02-06 07:29:38,53.6039,91.3903,6.69,61,31,2.24
340,Abu Dhabi,AE,2022-02-06 07:27:55,24.4667,54.3667,71.71,57,0,1.99
341,Oktyabrskiy,RU,2022-02-06 07:29:39,54.4815,53.471,22.98,89,100,2.13
342,Dingle,PH,2022-02-06 07:29:39,10.9995,122.6711,83.66,65,46,16.75
343,Ballinrobe,IE,2022-02-06 07:29:40,53.6333,-9.2333,46.09,80,100,23.82
344,Lom Sak,TH,2022-02-06 07:29:40,16.7798,101.2422,93.09,33,20,1.14
345,Whitianga,NZ,2022-02-06 07:27:15,-36.8333,175.7,73.02,99,100,1.95
346,Adelaide,AU,2022-02-06 07:29:41,-34.9333,138.6,91.17,20,0,4.0
347,Atagay,RU,2022-02-06 07:29:41,55.1033,99.3875,26.92,78,100,8.7
348,Tarime,TZ,2022-02-06 07:29:41,-1.35,34.3667,72.64,62,93,3.15
349,Caetite,BR,2022-02-06 07:29:42,-14.0694,-42.475,66.27,99,100,1.86
350,Bandundu,CD,2022-02-06 07:29:42,-3.3167,17.3667,75.33,85,87,0.76
351,Miri,MY,2022-02-06 07:29:43,4.4148,114.0089,87.94,66,40,8.05
352,Pandan,PH,2022-02-06 07:29:43,14.0453,124.1694,80.26,75,21,15.9
353,Fort Nelson,CA,2022-02-06 07:29:43,58.8053,-122.7002,6.39,78,100,2.3
354,Seymchan,RU,2022-02-06 07:29:44,62.8833,152.4333,-36.13,100,13,0.43
355,Gargzdai,LT,2022-02-06 07:29:44,55.7128,21.4033,35.38,98,100,20.6
356,Karatsu,JP,2022-02-06 07:29:45,33.4425,129.9697,41.9,25,89,3.0
357,Khash,IR,2022-02-06 07:29:45,28.2211,61.2158,56.68,44,0,8.97
358,Veraval,IN,2022-02-06 07:29:46,20.9,70.3667,75.02,46,1,4.74
359,Nyurba,RU,2022-02-06 07:29:46,63.2842,118.3319,-2.85,96,100,4.03
360,Half Moon Bay,US,2022-02-06 07:29:47,37.4636,-122.4286,55.35,73,40,4.61
361,Guerrero Negro,MX,2022-02-06 07:30:47,27.9769,-114.0611,58.44,54,0,1.52
362,Chino,US,2022-02-06 07:30:48,34.0122,-117.6889,62.46,23,20,3.0
363,Yumen,CN,2022-02-06 07:30:48,40.2833,97.2,20.75,53,100,22.46
364,Hohhot,CN,2022-02-06 07:30:49,40.8106,111.6522,30.49,27,0,6.71
365,Mecca,SA,2022-02-06 07:26:05,21.4267,39.8261,72.55,19,3,4.97
366,Ilulissat,GL,2022-02-06 07:30:49,69.2167,-51.1,1.42,42,100,13.8
367,Saldanha,ZA,2022-02-06 07:30:50,-33.0117,17.9442,75.25,56,81,9.98
368,Alice,US,2022-02-06 07:30:50,27.7523,-98.0697,36.97,83,0,0.0
369,Qingdao,CN,2022-02-06 07:30:50,36.0986,120.3719,40.6,24,0,15.66
370,Jeremie,HT,2022-02-06 07:30:51,18.65,-74.1167,73.56,68,5,6.49
371,Pangai,TO,2022-02-06 07:30:51,-19.8,-174.35,77.04,89,100,28.07
372,Phalia,PK,2022-02-06 07:30:52,32.4297,73.5775,65.79,35,54,4.56
373,Roseburg,US,2022-02-06 07:27:31,43.2165,-123.3417,44.19,88,100,0.0
374,Hay River,CA,2022-02-06 07:30:52,60.8156,-115.7999,-7.62,71,20,6.91
375,Kokopo,PG,2022-02-06 07:30:53,-4.352,152.2633,82.53,73,100,13.04
376,Araouane,ML,2022-02-06 07:30:53,18.9048,-3.5265,61.77,13,0,8.23
377,Marabba,SD,2022-02-06 07:30:54,12.35,32.1833,71.78,16,1,18.86
378,Udachnyy,RU,2022-02-06 07:30:54,66.4167,112.4,-10.55,76,99,1.81
379,Lavrentiya,RU,2022-02-06 07:30:54,65.5833,-171.0,-16.65,90,29,10.13
380,Nanyuki,KE,2022-02-06 07:30:55,0.0167,37.0728,71.89,40,98,6.55
381,Mayahi,NE,2022-02-06 07:30:55,13.9553,7.6712,64.17,15,0,18.48
382,Curuca,BR,2022-02-06 07:30:56,-0.7289,-47.8481,72.84,97,100,3.02
383,Santa Isabel,BR,2022-02-06 07:30:56,-23.3156,-46.2214,74.5,97,100,6.69
384,Arsk,RU,2022-02-06 07:30:57,56.0915,49.8778,24.58,95,100,1.39
385,Korhogo,CI,2022-02-06 07:30:57,9.45,-5.6333,71.15,16,16,3.76
386,Nishihara,JP,2022-02-06 07:30:57,26.1842,127.7558,62.65,51,75,11.5
387,Mesker-Yurt,RU,2022-02-06 07:30:58,43.2515,45.9072,30.51,38,55,3.2
388,Talnakh,RU,2022-02-06 07:30:55,69.4865,88.3972,-9.8,100,82,1.79
389,Tucurui,BR,2022-02-06 07:30:58,-3.7661,-49.6725,72.36,98,100,2.06
390,Marathon,US,2022-02-06 07:28:53,44.9,-89.7668,20.44,69,100,3.44
391,Nyimba,ZM,2022-02-06 07:30:59,-14.5566,30.8149,68.13,98,100,0.85
392,Goya,AR,2022-02-06 07:30:59,-29.14,-59.2626,62.89,75,5,5.88
393,Jardim,BR,2022-02-06 07:31:00,-21.4803,-56.1381,70.77,99,100,2.86
394,Road Town,VG,2022-02-06 07:30:06,18.4167,-64.6167,72.0,78,75,21.68
395,Sorland,NO,2022-02-06 07:31:01,67.667,12.6934,37.87,60,100,15.97
396,Broken Hill,AU,2022-02-06 07:31:01,-31.95,141.4333,83.91,21,40,20.71
397,Ust-Koksa,RU,2022-02-06 07:31:01,50.2696,85.6108,16.83,73,1,1.21
398,Manaure,CO,2022-02-06 07:31:02,11.7751,-72.4445,73.76,83,4,7.78
399,Tambovka,RU,2022-02-06 07:31:02,50.0969,128.0489,12.31,94,58,0.98
400,Kushiro,JP,2022-02-06 07:29:37,42.975,144.3747,29.35,43,75,8.05
401,Abha,SA,2022-02-06 07:31:03,18.2164,42.5053,61.05,45,3,0.0
402,Dauriya,RU,2022-02-06 07:31:03,49.9333,116.8667,-1.59,94,12,5.32
403,Karasjok,NO,2022-02-06 07:31:04,69.4719,25.5112,26.71,92,100,12.73
404,Kargil,IN,2022-02-06 07:31:05,34.5667,76.1,10.18,85,98,3.09
405,Pochutla,MX,2022-02-06 07:31:05,15.7432,-96.4661,69.82,60,7,3.27
406,Yerbogachen,RU,2022-02-06 07:32:06,61.2767,108.0108,11.17,94,100,5.32
407,Baryatino,RU,2022-02-06 07:32:06,54.3121,34.521,29.53,87,100,12.21
408,Inuvik,CA,2022-02-06 07:32:06,68.3499,-133.7218,-22.79,68,100,2.3
409,Ladario,BR,2022-02-06 07:32:07,-19.0047,-57.6017,71.47,94,49,1.77
410,Buenos Aires,AR,2022-02-06 07:28:47,-34.6132,-58.3772,58.73,83,0,6.91
411,Taltal,CL,2022-02-06 07:32:07,-25.4,-70.4833,65.39,84,18,1.28
412,Mountain Home,US,2022-02-06 07:32:08,43.133,-115.6912,26.78,100,0,3.44
413,Saint-Joseph,RE,2022-02-06 07:32:08,-21.3667,55.6167,84.58,73,100,14.5
414,Mahebourg,MU,2022-02-06 07:32:09,-20.4081,57.7,84.49,74,75,18.41
415,Northam,GB,2022-02-06 07:32:09,51.0333,-4.2167,51.91,90,100,33.11
416,Kenai,US,2022-02-06 07:32:10,60.5544,-151.2583,27.03,93,100,13.8
417,Batagay-Alyta,RU,2022-02-06 07:32:10,67.8006,130.4114,-22.76,97,100,2.21
418,Nortelandia,BR,2022-02-06 07:32:11,-14.4547,-56.8028,71.76,96,96,0.85
419,Port Hardy,CA,2022-02-06 07:32:11,50.6996,-127.4199,42.98,87,100,6.91
420,Coquimbo,CL,2022-02-06 07:31:19,-29.9533,-71.3436,60.53,94,75,3.44
421,Teahupoo,PF,2022-02-06 07:32:12,-17.8333,-149.2667,76.96,76,58,22.12
422,Ocean Springs,US,2022-02-06 07:27:54,30.4113,-88.8278,32.02,87,0,5.75
423,Vila Franca Do Campo,PT,2022-02-06 07:32:12,37.7167,-25.4333,60.19,86,97,17.16
424,Port Lincoln,AU,2022-02-06 07:28:57,-34.7333,135.8667,78.46,42,0,15.26
425,Yulara,AU,2022-02-06 07:32:13,-25.2406,130.9889,91.24,13,0,8.05
426,The Valley,AI,2022-02-06 07:28:14,18.217,-63.0578,77.09,77,92,21.68
427,Arman,RU,2022-02-06 07:32:14,59.7,150.1667,5.02,76,40,10.18
428,Rawson,AR,2022-02-06 07:32:14,-43.3002,-65.1023,60.13,56,100,10.69
429,Gat,IL,2022-02-06 07:32:15,31.61,34.7642,56.08,100,86,10.25
430,Manaus,BR,2022-02-06 07:29:43,-3.1019,-60.025,77.49,94,75,2.3
431,Banda Aceh,ID,2022-02-06 07:32:15,5.5577,95.3222,83.64,71,81,6.69
432,Bodden Town,KY,2022-02-06 07:32:16,19.2833,-81.25,76.93,72,0,21.79
433,Labytnangi,RU,2022-02-06 07:32:16,66.6572,66.4183,-15.93,100,96,2.95
434,Santa Isabel Do Rio Negro,BR,2022-02-06 07:32:16,-0.4139,-65.0192,72.97,98,100,1.79
435,Constitucion,CL,2022-02-06 07:31:20,-35.3333,-72.4167,61.25,67,0,4.88
436,Hervey Bay,AU,2022-02-06 07:30:36,-25.2986,152.8535,76.01,67,51,8.01
437,San Cristobal,VE,2022-02-06 07:32:17,7.7669,-72.225,61.45,95,24,2.89
438,Vanimo,PG,2022-02-06 07:32:18,-2.6741,141.3028,82.0,80,87,9.37
439,Haifa,IL,2022-02-06 07:29:54,32.8156,34.9892,57.2,77,20,3.44
440,Methoni,GR,2022-02-06 07:32:18,36.8197,21.7049,56.21,79,45,7.92
441,Drexel Heights,US,2022-02-06 07:32:19,32.1412,-111.0284,52.5,24,0,4.61
442,Margate,GB,2022-02-06 07:30:28,51.3813,1.3862,50.31,82,100,13.0
443,Yinchuan,CN,2022-02-06 07:32:13,38.4681,106.2731,27.64,30,100,6.04
444,Svolvaer,NO,2022-02-06 07:32:19,68.2342,14.5683,32.49,86,93,10.94
445,Gladstone,AU,2022-02-06 07:32:20,-23.85,151.25,80.53,50,100,10.36
446,Sucua,EC,2022-02-06 07:32:20,-2.4667,-78.1667,67.08,98,100,2.75
447,Aksu,CN,2022-02-06 07:32:21,41.1231,80.2644,29.37,44,100,3.36
448,Poninka,UA,2022-02-06 07:32:21,50.1849,27.5363,30.07,87,99,11.36
449,Maumere,ID,2022-02-06 07:32:22,-8.6199,122.2111,84.11,73,13,9.55
450,Yayva,RU,2022-02-06 07:32:22,59.3303,57.2641,18.18,82,99,9.1
451,Morgan City,US,2022-02-06 07:32:22,29.6994,-91.2068,36.0,100,0,0.0
452,Skoghall,SE,2022-02-06 07:32:23,59.3232,13.4655,32.56,93,28,12.66
453,Sosnovo-Ozerskoye,RU,2022-02-06 07:32:23,52.5249,111.5418,11.12,91,99,12.41
454,Jiwani,PK,2022-02-06 07:33:24,25.05,61.7417,74.53,71,0,8.32
455,Husavik,IS,2022-02-06 07:33:24,66.0449,-17.3389,28.31,73,100,21.23
456,Tall Kayf,TR,2022-02-06 07:33:25,37.0833,41.0667,44.94,33,0,11.5
457,Pervomayskoye,RU,2022-02-06 07:33:25,43.919,46.7102,38.1,44,13,11.95
458,Bluefields,NI,2022-02-06 07:33:25,12.0137,-83.7635,73.4,90,33,6.51
459,Namibe,AO,2022-02-06 07:31:06,-15.1961,12.1522,76.87,53,90,6.4
460,Akyab,MM,2022-02-06 07:33:26,20.15,92.9,76.93,40,100,16.24
461,Sibu,MY,2022-02-06 07:33:26,2.3,111.8167,89.91,66,40,1.99
462,Kosh-Agach,RU,2022-02-06 07:33:27,50.0,88.6667,-5.03,71,3,1.97
463,Strezhevoy,RU,2022-02-06 07:33:27,60.7333,77.5889,17.58,94,100,3.91
464,Acarau,BR,2022-02-06 07:31:08,-2.8856,-40.12,77.41,85,93,8.16
465,Zhangjiakou,CN,2022-02-06 07:33:28,40.81,114.8794,26.31,34,84,4.52
466,Mogocha,RU,2022-02-06 07:33:28,53.7333,119.7667,7.7,83,19,2.15
467,Altamont,US,2022-02-06 07:33:29,42.2068,-121.7372,36.77,70,0,1.01
468,Karonga,MW,2022-02-06 07:33:29,-9.9333,33.9333,77.05,70,100,4.56
469,Kavaratti,IN,2022-02-06 07:33:30,10.5669,72.642,78.37,62,7,6.51
470,Gorontalo,ID,2022-02-06 07:32:21,0.5412,123.0595,85.1,69,91,2.3
471,Hillsboro,US,2022-02-06 07:33:30,45.5229,-122.9898,42.6,87,54,2.84
472,Klaksvik,FO,2022-02-06 07:33:31,62.2266,-6.589,34.72,61,100,25.41
473,Dalvik,IS,2022-02-06 07:33:31,65.9702,-18.5286,28.33,89,100,21.52
474,Sabzevar,IR,2022-02-06 07:33:32,36.2126,57.6819,42.08,70,75,0.0
475,Areka,ET,2022-02-06 07:33:32,7.0667,37.7,78.15,24,97,4.05
476,Kaitangata,NZ,2022-02-06 07:33:33,-46.2817,169.8464,47.71,72,0,3.71
477,Jalu,LY,2022-02-06 07:33:33,29.0331,21.5482,58.19,43,8,9.53
478,Prescott,US,2022-02-06 07:33:33,34.54,-112.4685,35.69,31,39,1.99
479,Yatou,CN,2022-02-06 07:33:34,37.15,122.3833,33.24,43,100,10.56
480,Daru,PG,2022-02-06 07:33:34,-9.0763,143.2092,82.04,82,100,11.54
481,Vigrestad,NO,2022-02-06 07:33:35,58.5667,5.7,35.28,82,100,25.99
482,Abaete,BR,2022-02-06 07:29:28,-19.16,-45.4458,68.85,97,100,2.95
483,Hambantota,LK,2022-02-06 07:33:35,6.1241,81.1185,89.94,43,20,11.5
484,Sulangan,PH,2022-02-06 07:33:36,11.1373,123.7228,82.11,73,82,15.75
485,Orlovo,RU,2022-02-06 07:33:36,51.754,39.5873,16.09,94,100,8.93
486,Srandakan,ID,2022-02-06 07:33:37,-7.9386,110.2506,74.73,78,86,5.26
487,Natal,BR,2022-02-06 07:32:29,-5.795,-35.2094,77.22,88,0,3.44
488,Poya,NC,2022-02-06 07:33:37,-21.35,165.15,79.32,85,100,1.99
489,Ahipara,NZ,2022-02-06 07:33:38,-35.1667,173.1667,71.22,97,100,6.87
490,Byron Bay,AU,2022-02-06 07:33:38,-28.65,153.6167,75.31,71,86,19.98
491,Zyryanovsk,KZ,2022-02-06 07:33:38,49.7386,84.2719,7.57,79,4,1.28
492,Roald,NO,2022-02-06 07:33:39,62.5833,6.1333,36.34,80,40,16.11
493,Wanlaweyn,SO,2022-02-06 07:33:39,2.6185,44.8938,88.86,38,17,16.35
494,Solnechnyy,RU,2022-02-06 07:33:40,50.7214,136.6319,2.34,99,100,1.14
495,Jasper,US,2022-02-06 07:30:23,37.2001,-94.3502,33.85,69,0,3.0
496,Longhua,CN,2022-02-06 07:33:40,23.6137,114.1919,62.73,63,100,3.31
497,Takaka,NZ,2022-02-06 07:33:41,-40.85,172.8,61.56,81,100,13.94
498,Waipawa,NZ,2022-02-06 07:33:41,-41.4122,175.5153,56.03,81,100,10.65
499,Emba,KZ,2022-02-06 07:34:42,48.8264,58.1442,27.75,92,100,11.95
500,Basoda,IN,2022-02-06 07:34:42,23.85,77.9333,76.46,18,1,2.66
501,Tiarei,PF,2022-02-06 07:34:43,-17.5333,-149.3333,82.42,76,19,22.12
502,Pychas,RU,2022-02-06 07:34:43,56.5033,52.4409,21.06,92,98,5.08
503,Port Hedland,AU,2022-02-06 07:31:35,-20.3167,118.5667,91.45,66,6,21.85
504,Baruun-Urt,MN,2022-02-06 07:34:44,46.6806,113.2792,11.07,80,0,8.03
505,Yantongshan,CN,2022-02-06 07:34:44,43.2919,126.0094,11.91,77,95,5.06
506,Pronsk,RU,2022-02-06 07:34:44,54.1048,39.6092,17.83,94,100,9.44
507,Salinopolis,BR,2022-02-06 07:34:45,-0.6136,-47.3561,77.4,88,99,8.59
508,Porangatu,BR,2022-02-06 07:34:45,-13.4408,-49.1486,71.15,95,100,2.17
509,Saint-Leu,RE,2022-02-06 07:34:46,-21.15,55.2833,85.06,70,100,1.66
510,Kibre Mengist,ET,2022-02-06 07:34:46,5.8833,38.9833,80.29,16,100,4.09
511,Anadyr,RU,2022-02-06 07:34:47,64.75,177.4833,-10.7,70,0,6.71
512,Aasiaat,GL,2022-02-06 07:34:47,68.7098,-52.8699,-1.73,95,100,7.56
513,Carutapera,BR,2022-02-06 07:34:48,-1.195,-46.02,75.15,94,100,5.7
514,Mehamn,NO,2022-02-06 07:34:48,71.0357,27.8492,23.13,87,50,19.6
515,Fare,PF,2022-02-06 07:34:48,-16.7,-151.0167,81.61,75,100,21.23
516,Auki,SB,2022-02-06 07:34:49,-8.7676,160.7034,80.15,86,56,7.34
517,Alice Springs,AU,2022-02-06 07:34:49,-23.7,133.8833,85.55,25,0,5.75
518,Terni,IT,2022-02-06 07:34:50,42.6833,12.3167,47.05,58,5,1.16
519,Wanxian,CN,2022-02-06 07:34:50,30.8039,108.3897,41.43,97,100,5.91
520,Mega,ET,2022-02-06 07:34:50,4.05,38.3,75.52,19,99,12.06
521,Ekhabi,RU,2022-02-06 07:34:51,53.5102,142.9671,0.36,89,100,20.33
522,Tandlianwala,PK,2022-02-06 07:33:02,31.0333,73.1333,70.88,30,78,3.51
523,Mabua,PH,2022-02-06 07:34:52,9.8089,125.4422,79.27,83,25,18.3
524,Los Llanos De Aridane,ES,2022-02-06 07:34:52,28.6585,-17.9182,65.12,27,0,11.99
525,Tianpeng,CN,2022-02-06 07:34:52,30.9866,103.9393,41.47,95,100,8.77
526,Angoche,MZ,2022-02-06 07:34:53,-16.2325,39.9086,84.31,63,21,14.2
527,Ust-Maya,RU,2022-02-06 07:34:53,60.4167,134.5333,-23.57,100,100,2.82
528,Oranjemund,NA,2022-02-06 07:34:54,-28.55,16.4333,69.73,72,94,5.41
529,Beruwala,LK,2022-02-06 07:34:54,6.4788,79.9828,82.65,71,97,10.33
530,Bonthe,SL,2022-02-06 07:34:54,7.5264,-12.505,74.48,91,84,3.85
531,Ponta Delgada,PT,2022-02-06 07:33:09,37.7333,-25.6667,60.49,82,20,14.97
532,Abu Samrah,SY,2022-02-06 07:34:55,35.3029,37.1841,52.27,67,6,14.7
533,La Llanada,CO,2022-02-06 07:34:55,1.49,-77.5835,47.64,99,100,2.04
534,Marsabit,KE,2022-02-06 07:34:56,2.3284,37.9899,75.06,47,96,11.95
535,Zalantun,CN,2022-02-06 07:34:56,48.0,122.7167,14.25,60,81,12.44
536,Funadhoo,MV,2022-02-06 07:34:57,6.15,73.2667,81.12,63,72,6.24
537,Sakaiminato,JP,2022-02-06 07:34:57,35.55,133.2333,37.33,69,75,19.57
538,Raudeberg,NO,2022-02-06 07:34:58,61.9875,5.1352,36.27,84,67,8.01
539,Inta,RU,2022-02-06 07:34:58,66.0317,60.1659,-3.12,91,70,1.07
